Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Credit_History_1.0,Loan_Status,Total_Income,Amount_Income_Ratio_Percent
1.3167024775617353,-5.42971236675888,0.9601648057473936,-0.5561408697952985,0.1755400366178892,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-4.469547561011486,0.5488337256375316
1.3167024775617353,0.2632288227523261,1.1769950631021049,0.9757412056359916,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.440223885854431,0.5514023365363365
-0.8271043056395267,-0.210840336263751,1.084687980385784,0.0427256688923862,-2.3128794500174443,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.8738476441220331,0.548238602261258
1.3167024775617353,1.5220158956911654,0.6603762052359816,1.1391791541623983,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2.1823921009271467,0.5506801141900831
1.3167024775617353,0.5365548999467042,1.137530388737126,-0.1499854163908197,0.1755400366178892,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.6740852886838302,0.5478397398534737
1.3167024775617353,0.3053306465767048,-1.1028368386382617,-1.1655286965235816,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-0.7975061920615569,0.5550433700671498
-0.8271043056395267,-0.5354256918285057,-1.1028368386382617,-0.5561408697952985,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-1.6382625304667675,0.5498324471574412
-0.8271043056395267,-0.7205337175555119,0.8728610176833282,0.3027550388708547,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.15232730012781637,0.5574865806511273
-0.8271043056395267,-0.4130780486522772,0.849258241020833,-0.43744307300139,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.4361801923685558,0.5435980600376947
-0.8271043056395267,-0.1430590121573986,1.1204036076467991,0.6303977829846399,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.9773445954894006,0.5512514795846152
0.8542591221141067,0.6621503202765817,-1.1028368386382617,0.6186712265946805,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-0.44068651836167994,0.5417357523779125
1.3167024775617353,-0.2073082800278249,0.7670967505144521,-0.1499854163908197,0.1755400366178892,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.5597884704866273,0.5470114707546201
1.3167024775617353,1.8900137391124376,-1.1028368386382617,-1.220663132451632,0.1755400366178892,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.787176900474176,0.5410539456701107
-0.8271043056395267,0.9921202495907993,0.8117241197788808,0.676681009347116,0.1755400366178892,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.80384436936968,0.5499980768203219
-0.8271043056395267,0.2289347799405417,-1.1028368386382617,0.4089547856074439,4.104711360090853,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-0.87390205869772,0.5481628911204709
-0.8271043056395267,-0.0702937583939477,0.5568060486368371,-0.2888603256310467,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.48651229024288944,0.54549832647623
0.8542591221141067,-0.2908138362919726,0.7971421654679766,0.7443093525159628,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.5063283291760039,0.5550830633322806
-0.8271043056395267,2.094085990500252,-1.1028368386382617,1.1391791541623983,0.1755400366178892,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.9912491518619901,0.5535932676860805
-0.8271043056395267,-1.3479092359952236,0.6832090360194575,-1.9900653787675304,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.6647001999757661,0.5621606320875111
0.8542591221141067,0.4421481634440145,0.6337612076219633,-3.0956060243265577,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0759093710659777,0.5348931724997744
-0.8271043056395267,-0.8081776995795951,0.8840033959325506,0.1181689752185487,0.1755400366178892,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.07582569635295555,0.5554936959274134
-0.8271043056395267,-0.5548853207907406,-1.1028368386382617,-1.1929134240013874,0.1755400366178892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,-1.6577221594290021,0.5515979430019149
-0.8271043056395267,1.0699780365514115,-1.1028368386382617,1.5975821186582737,0.1755400366178892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-0.0328588020868501,0.3224503299168809
-0.8271043056395267,-0.9817650800641186,-1.1028368386382617,-1.4260371121722797,4.104711360090853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-2.08460191870238,0.5483917070228689
1.3167024775617353,0.1941133921704332,-1.1028368386382617,-0.3250427419068526,0.1755400366178892,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,-0.9087234464678284,0.5499170745874249
-0.8271043056395267,1.2689511972278038,-1.1028368386382617,0.7991044940917282,0.1755400366178892,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.16611435858954215,0.5705977038996506
1.5222778302128526,-0.1014955655716265,0.6189694907560508,-0.5158305579751992,0.1755400366178892,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.5174739251844243,0.5436262560779751
-0.8271043056395267,-0.3690341290309067,-1.1028368386382617,-1.871835361163309,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-1.4718709676691684,0.554162211190551
-0.8271043056395267,0.5443312970176253,-1.1028368386382617,-0.1499854163908197,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.5585055416206364,0.5495030612261511
1.3167024775617353,-1.1435180965432077,0.7752497777552919,-0.2709974300213708,4.104711360090853,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-0.36826831878791577,0.5484019930556436
1.3167024775617353,0.0447834425859947,0.6361132550846059,-0.3250427419068526,0.1755400366178892,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.6808966976706006,0.5460387519627972
-0.8271043056395267,-0.0440808893579351,0.9976914990325344,0.9657367484632788,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.9536106096745993,0.5529592241540295
0.8542591221141067,-0.9989938184197108,0.7270385085114632,-0.8387963862832687,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.27195530990824757,0.5625804225796491
-0.8271043056395267,1.5922008074852247,-1.1028368386382617,0.4853128957179221,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.4893639688469631,0.5528617198416276
0.8542591221141067,-2.379202376414169,0.9716315999795488,-0.3250427419068526,0.1755400366178892,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,-1.4075707764346201,0.5493283268997393
-0.8271043056395267,-0.8649924172231317,-1.1028368386382617,-1.0854692762036438,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-1.9678292558613935,0.5508176837791889
-0.8271043056395267,0.9038858131395756,-1.1028368386382617,0.8313322837114507,0.1755400366178892,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,-0.19895102549868604,0.5288491440966094
1.3167024775617353,-0.9493426150913687,-1.1028368386382617,-0.2709974300213708,0.1755400366178892,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,-2.0521794537296305,0.5488691367009815
-0.8271043056395267,1.3917716593184823,-1.1028368386382617,0.7553792081419006,0.1755400366178892,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.2889348206802207,0.560397780297418
0.8542591221141067,0.9058671959230478,-1.1028368386382617,-0.1499854163908197,0.1755400366178892,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,-0.1969696427152139,0.5517923297732518
1.5222778302128526,-0.4125700103578072,1.0633997390717915,0.676681009347116,-1.026086682611871,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.6508297287139844,0.5474297383452613
1.5222778302128526,-0.0413287564250498,1.2859974338584288,1.6716098238001913,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.244668677433379,0.5544932457389676
-0.8271043056395267,0.4697096920745855,0.8610428996859266,0.6186712265946805,0.1755400366178892,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.330752591760512,0.5504150009472499
1.3167024775617353,-0.3272404512008705,0.7898808744145094,0.3027550388708547,0.1755400366178892,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.4626404232136389,0.5512951178814551
-0.8271043056395267,0.2263366904860566,0.8882776996937887,0.0117888034744957,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.1146143901798453,0.5483049578967664
-0.8271043056395267,0.8822981354428475,-1.1028368386382617,-0.1499854163908197,0.1755400366178892,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,-0.22053870319541413,0.5514143833365875
-0.8271043056395267,2.0484377119138863,-1.1028368386382617,-0.3250427419068526,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.9456008732756247,0.5466593854963673
1.5222778302128526,-0.6920182098050511,0.8521669790391802,-0.618085963925903,0.1755400366178892,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.16014876923412902,0.5303312835157409
-0.8271043056395267,0.0224253415369648,-1.1028368386382617,-0.2182912006056619,0.1755400366178892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-1.0804114971012968,0.5491941981090427
-0.8271043056395267,-0.8802347054711225,-1.1028368386382617,-2.031045327405673,0.1755400366178892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,-1.983071544109384,0.553012520755669
-0.8271043056395267,0.2898849727761109,-1.1028368386382617,-0.0675680617736447,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,-0.8129518658621507,0.5486418478011547
0.8542591221141067,1.0234868275518925,0.2086030678084581,1.3844031906589125,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.2320898953603505,0.5534743076231309
-0.8271043056395267,-1.2418781385351052,1.1417191171467336,-1.3062054064236015,0.1755400366178892,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,-0.10015902138837163,0.6088240091698263
-0.8271043056395267,-0.4822694263673416,0.7402985847397701,-0.618085963925903,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.25802915837242846,0.5371307563375071
0.8542591221141067,1.333530363529731,-1.1028368386382617,0.3697396818507987,0.1755400366178892,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.23069352489146944,0.5556994487163565
-0.8271043056395267,-0.2152676039803054,-1.1028368386382617,-0.5972350422305313,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-1.318104442618567,0.5503601894466184
-0.8271043056395267,-0.7975958317708118,1.620599639396971,-0.4567695921192345,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.8230038076261592,0.5456782196858747
-0.8271043056395267,0.2616448721490284,0.5678590603430609,-0.0675680617736447,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.8295039324920892,0.5478775283093412
-0.8271043056395267,0.8028181107262102,-1.1028368386382617,0.6186712265946805,-2.3128794500174443,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,-0.3000187279120514,0.5489827085640142
-0.8271043056395267,0.0201700511303713,-1.1028368386382617,-1.1929134240013874,0.1755400366178892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-1.0826667875078904,0.5533730931710084
-0.8271043056395267,-0.4908177070341725,0.5007892377788481,-0.4762740692488179,0.1755400366178892,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.009971530744675605,0.3264269145656372
-0.8271043056395267,0.8484248831577584,-1.1028368386382617,-0.0196016061234886,0.1755400366178892,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,-0.2544119554805032,0.5486136671673536
0.8542591221141067,3.1121347646616453,-1.1028368386382617,0.3297990201723457,0.1755400366178892,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2.0092979260233834,0.5490181405986831
1.3167024775617353,0.4598507965575692,1.1131710745143404,0.4601585441941159,0.1755400366178892,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.5730218710719095,0.5496144498781218
-0.8271043056395267,0.1767103211876922,-1.1028368386382617,-1.138499247277687,-2.3128794500174443,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-0.9261265174505695,0.5478225168435402
-0.8271043056395267,-0.7929896882344486,-1.1028368386382617,-1.6540496224162748,0.1755400366178892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,-1.8958265268727104,0.5523078700688856
-0.8271043056395267,-0.4600643477228189,0.8994640725515252,0.1476189106680677,0.1755400366178892,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.43939972482870626,0.5498161266289947
1.5222778302128526,0.3557127239455038,0.986865272629014,0.8943940524136059,0.1755400366178892,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.342577996574518,0.5513497807419694
